"id","text","country"
"id04411","Against the crowd which environed me, however, I experienced a deep sentiment of animosity.","USA"
"id12832","It was not allied to the European witch cult, and was virtually unknown beyond its members.","GER"
"id10505","Instead, the first thing which caught my eye was a small rowboat pulling in toward the abandoned wharves and laden with some bulky, tarpaulin covered object.","GER"
"id05684","Then, as the flash subsided, I saw that my host was trembling too; a look of shocking fear half blotting from his face the serpent distortion of rage which my screams had excited.","GER"
"id21343","I carefully traced the windings of the land and hailed a steeple which I at length saw issuing from behind a small promontory.","CAN"
"id23337","It seemed clear to us all that to awaken M. Valdemar would be merely to insure his instant, or at least his speedy dissolution.","USA"
"id24389","More than once the agitation into which these reflections threw me made my friends dread a danDEous relapse.","CAN"
"id24295","""Indeed I dare not die.","CAN"
"id25460","For though the wind had not left much snow, a few patches did remain on the path near the door; and in that fleeting backward look it seemed to my troubled eyes that they bore no mark of passing feet, not even mine.","GER"
"id08138","For seven or eight days we saw no material increase in its apparent diameter, and but a partial alteration in its color.","USA"
"id11098","The main event detailed in the Signor's narrative depends upon a very important fact, of which the reader is kept in ignorance until near the end of the book.","USA"
"id11351","""Tell me, for Heaven's sake,"" I exclaimed, ""the method if method there is by which you have been enabled to fathom my soul in this matter.""","USA"
"id21124","The sensation is most dreary, to use no stronDE term, with which one looks forward to passing the long hours of night beside a sick bed, especially if the patient be an infant, who cannot explain its pain, and whose flickering life resembles the wasting flame of the watch light, Whose narrow fire Is shaken by the wind, and on whose edge Devouring darkness hovers.","CAN"
"id10610","On the birth of a second son, my junior by seven years, my parents gave up entirely their wandering life and fixed themselves in their native country.","CAN"
"id01314","""Out to the end"" here fairly screamed Legrand, ""do you say you are out to the end of that limb?"" ""Soon be to de eend, massa, o o o o oh Lor gol a marcy what is dis here pon de tree?"" ""Well"" cried Legrand, highly delighted, ""what is it?""","USA"
"id14941","Alas why must I record the hapless delusion of this matchless specimen of humanity?","CAN"
"id17698","Had the sleep waker, indeed, during the latter portion of his discourse, been addressing me from out the region of the shadows?","USA"
"id14737","A terrace, with an old moss covered balustrade, calls up at once to the eye the fair forms that have passed there in other days.","USA"
"id06546","You are younDE; yet I do not suppose, possessed as you are of a competent fortune, that an early marriage would at all interfere with any future plans of honour and utility that you may have formed.","CAN"
"id08104","Those without the telescope saw only an instant's flash of grey cloud a cloud about the size of a moderately large building near the top of the mountain.","GER"
"id04712","""And, all at once, the moon arose through the thin ghastly mist, and was crimson in color.","USA"
"id04096","So the boy whom the dark people called Menes smiled more often than he wept as he sate playing with his graceful kitten on the steps of an oddly painted wagon.","GER"
"id21057","What was taking place in me?","GER"
"id22436","Therein, I say, are glorious histories of the Heaven, and of the Earth, and of the mighty sea and of the Genii that over ruled the sea, and the earth, and the lofty heaven.","USA"
"id00724","But even Stamboul, it is said, shall have an end, and there came an end to this long delay.","USA"
"id23686","Of our studies it is impossible to speak, since they held so slight a connexion with anything of the world as living men conceive it.","GER"
"id20319","If there is on earth a supreme and unqualified despotism, it is the despotism of a master mind in boyhood over the less energetic spirits of its companions.","USA"
"id02927","My other pursuers had been accursedly abnormal so should I not have been ready to face a strengthening of the abnormal element; to look upon forms in which there was no mixture of the normal at all?","GER"
"id09063","One went over us this morning about sunrise, and so nearly overhead that its drag rope actually brushed the network suspending our car, and caused us very serious apprehension.","USA"
"id26843","This latter point I determined to attend to at regular intervals of forty minutes, more on account of the preservation of my health, than from so frequent a renovation being absolutely necessary.","USA"
"id20177","When I am gone, you will console your mother, and tell her that death was only bitter because it divided me from her; that my last thoughts will be spent on her.","CAN"
"id00396","Some years ago, when the images which this world affords first opened upon me, when I felt the cheering warmth of summer and heard the rustling of the leaves and the warbling of the birds, and these were all to me, I should have wept to die; now it is my only consolation.","CAN"
"id21695","The families of Berlifitzing and MetzenDEstein had been at variance for centuries.","USA"
"id22217","The cuttings largely alluded to outré mental illnesses and outbreaks of group folly or mania in the spring of .","GER"
"id16606","The story is that there's a whole legion of devils seen sometimes on that reef sprawled about, or darting in and out of some kind of caves near the top.","GER"
"id27651","It was this frightful emotional need which led us eventually to that detestable course which even in my present fear I mention with shame and timidity that hideous extremity of human outrage, the abhorred practice of grave robbing.","GER"
"id03933","The streets were profoundly quiet, as it was nearly three o'clock in the morning.","USA"
"id26860","In a few moments I saw him in his boat, which shot across the waters with an arrowy swiftness and was soon lost amidst the waves.","CAN"
"id25632","The boat glides between them, and commences a rapid descent into a vast amphitheatre entirely begirt with purple mountains, whose bases are laved by a gleaming river throughout the full extent of their circuit.","USA"
"id22662","All went on cheerfully now; we met as usual, and talked without dread of our future plans.","CAN"
"id05618","The jog trot movement, to my thinking, is little less than positive torture.","USA"
"id23747","You will have a distinct idea of the ultimate body by conceiving it to be entire brain.","USA"
"id04762","During the first year of their marriage, Perdita presented Raymond with a lovely girl.","CAN"
"id16637","West, in the midst of a severe battle, had reanimated Major Sir Eric Moreland Clapham Lee, D.S.O., a fellow physician who knew about his experiments and could have duplicated them.","GER"
"id21818","What, therefore, must have been my amazement, on awakening from a brief and disturbed slumber, on the morning of this day, the seventeenth, at finding the surface beneath me so suddenly and wonderfully augmented in volume, as to subtend no less than thirty nine degrees in apparent angular diameter I was thunderstruck No words can give any adequate idea of the extreme, the absolute horror and astonishment, with which I was seized possessed, and altogether overwhelmed.","USA"
"id21209","It was this my chin rested upon the floor of the prison, but my lips and the upper portion of my head, although seemingly at a less elevation than the chin, touched nothing.","USA"
"id14314","In the investigations at the house of Madame L'Espanaye, the agents of G were discouraged and confounded by that very unusualness which, to a properly regulated intellect, would have afforded the surest omen of success; while this same intellect might have been plunged in despair at the ordinary character of all that met the eye in the case of the perfumery girl, and yet told of nothing but easy triumph to the functionaries of the Prefecture.","USA"
"id20336","He became a dreamer who found life tame and unsatisfying; a searcher for strange realms and relationships once familiar, yet lying nowhere in the visible regions of earth.","GER"
"id19267","This also was my doing And my father's woe, and the desolation of that late so smiling home all was the work of my thrice accursed hands Ye weep, unhappy ones, but these are not your last tears Again shall you raise the funeral wail, and the sound of your lamentations shall again and again be heard Frankenstein, your son, your kinsman, your early, much loved friend; he who would spend each vital drop of blood for your sakes, who has no thought nor sense of joy except as it is mirrored also in your dear countenances, who would fill the air with blessings and spend his life in serving you he bids you weep, to shed countless tears; happy beyond his hopes, if thus inexorable fate be satisfied, and if the destruction pause before the peace of the grave have succeeded to your sad torments Thus spoke my prophetic soul, as, torn by remorse, horror, and despair, I beheld those I loved spend vain sorrow upon the graves of William and Justine, the first hapless victims to my unhallowed arts.","CAN"
"id20647","The trial began, and after the advocate against her had stated the charge, several witnesses were called.","CAN"
"id26230","As might be supposed from the origin of his disorder, he grew infected with system, and with abstraction.","USA"
"id00100","He was, in all his gradations of morbidity between the frankly non human and the degradedly human, establishing a sardonic linkage and evolution.","GER"
"id26637","Suspended by blue ribbons to the end of this fantastic machine, there hung, by way of car, an enormous drab beaver hat, with a brim superlatively broad, and a hemispherical crown with a black band and a silver buckle.","USA"
"id27568","That he should be restless I understood; that he should wander as an unlaid ghost and find no quiet from the burning hell that consumed his heart.","CAN"
"id00662","But for one thing Old Bugs would have been an ideal slave to the establishment and that one thing was his conduct when young men were introduced for their first drink.","GER"
"id07196","Suddenly I found myself wondering what the voices of those denizens would be like.","GER"
"id08551","Something fearsome and incredible had happened at Sefton Asylum fifty miles away, stunning the neighbourhood and baffling the police.","GER"
"id16977","A small room in the front of the house, on the fourth story, at the head of the passage was open, the door being ajar.","USA"
"id25993","""We are used to these things, and care really very little about them.","USA"
"id03517","To escape these evils was the aim and scope of all our exertions.","CAN"
"id20687","I have much to say of the climate of the planet; of its wonderful alternations of heat and cold, of unmitigated and burning sunshine for one fortnight, and more than polar frigidity for the next; of a constant transfer of moisture, by distillation like that in vacuo, from the point beneath the sun to the point the farthest from it; of a variable zone of running water, of the people themselves; of their manners, customs, and political institutions; of their peculiar physical construction; of their ugliness; of their want of ears, those useless appendages in an atmosphere so peculiarly modified; of their consequent ignorance of the use and properties of speech; of their substitute for speech in a singular method of inter communication; of the incomprehensible connection between each particular individual in the moon with some particular individual on the earth a connection analogous with, and depending upon, that of the orbs of the planet and the satellites, and by means of which the lives and destinies of the inhabitants of the one are interwoven with the lives and destinies of the inhabitants of the other; and above all, if it so please your Excellencies above all, of those dark and hideous mysteries which lie in the outer regions of the moon regions which, owing to the almost miraculous accordance of the satellite's rotation on its own axis with its sidereal revolution about the earth, have never yet been turned, and, by God's mercy, never shall be turned, to the scrutiny of the telescopes of man.","USA"
"id21055","The mass of the people regard as profound only him who suggests pungent contradictions of the general idea.","USA"
"id13165","The political state of England became agitated as the time drew near when the new Protector was to be elected.","CAN"
"id26597","I dared not think that the sun should shine and the moon rise not on your living form but on your grave.","CAN"
"id20743","Now he was no less a fanatic, but his desire to speak had conquered his resentment, and he had written me imperatively in a hand I could scarcely recognise.","GER"
"id22471","The baying was loud that evening, and in the morning I read of a nameless deed in the vilest quarter of the city.","GER"
"id00653","The measured movement of the pendulum disturbed them not at all.","USA"
"id04119","Green are the groves and pastures, bright and fragrant the flowers, blue and musical the streams, clear and cool the fountains, and stately and gorgeous the temples, castles, and cities of Sona Nyl.","GER"
"id07076","Dr. West had been avid for a chance to serve as surgeon in a great war, and when the chance had come he carried me with him almost against my will.","GER"
"id01607","With joy the sculptors hailed the Tyrant's offer, so that in the days that followed their slaves heard the ceaseless blows of chisels.","GER"
"id27024","As I entered the chamber, I looked about, of course, for the occupant, but did not immediately perceive him.","USA"
"id17024","Whatever those might be which descended to me, my noble young friend resolved should not be lost for want of culture.","CAN"
"id27732","This request must I confess it?","USA"
"id02467","But I was then convinced that young Wilcox had known of the older matters mentioned by the professor.","GER"
"id01708","Soon those shrieks had attained a magnitude and quality which cannot be written of, and which make me faint as I think of them.","GER"
"id11835","In this dilemma, Captain Hardy arranged that the corpse, being first partially embalmed, and packed, with a large quantity of salt, in a box of suitable dimensions, should be conveyed on board as merchandise.","USA"
"id08992","You promised to facilitate my visit to Adrian; I conjure you to perform your promise.","CAN"
"id14990","Mr. Henson's scheme which at first was considered very feasible even by men of science, was founded upon the principle of an inclined plane, started from an eminence by an extrinsic force, applied and continued by the revolution of impinging vanes, in form and number resembling the vanes of a windmill.","USA"
"id02411","Fancying now that I had attained the very pinnacle of the castle, I commenced to rush up the few steps beyond the door; but the sudden veiling of the moon by a cloud caused me to stumble, and I felt my way more slowly in the dark.","GER"
"id07870","I don't believe it immortal renown and all that prodigies of valor Never heard why, bless me, he's the man"" ""Mann?","USA"
"id06191","Advancing to one of these I looked in and saw an oddly dressed company, indeed; making merry, and speaking brightly to one another.","GER"
"id07894","Still nothing occurred to reward my watching; and I yawned repeatedly, fatigue getting the better of apprehension.","GER"
"id03800","FROM his cradle to his grave a gale of prosperity bore my friend Ellison along.","USA"
"id06636","When I observed this last, plain evidence of my friend's aberration of mind, I could scarcely refrain from tears.","USA"
"id07611","Time could not exist in certain belts of space, and by entering and remaining in such a belt one might preserve one's life and age indefinitely; never suffering organic metabolism or deterioration except for slight amounts incurred during visits to one's own or similar planes.","GER"
"id06614","Hence the impression of concavity; and this impression must remain, until the elevation shall bear so great a proportion to the extent of prospect, that the apparent parallelism of the base and hypothenuse disappears when the earth's real convexity must become apparent.","USA"
"id18258","Here again is a very clever diddle, of which the simplicity is not its least recommendation.","USA"
"id17930","But I enjoyed friends, dear not only through habit and association, but from their own merits; and wherever I am, the soothing voice of my Elizabeth and the conversation of Clerval will be ever whispered in my ear.","CAN"
"id08868","The origin of this hubbub soon became sufficiently evident.","USA"
"id19465","V. Yes no I would rather sleep more soundly.","USA"
"id04911","I was alone; none were near me to dissipate the gloom and relieve me from the sickening oppression of the most terrible reveries.","CAN"
"id24887","My parents I never knew.","GER"
"id03795","O quickly bind up the wounds of the fallen let not one die; let not one more soul escape through your merciless gashes, to relate before the throne of God the tale of fratricide; bind up their wounds restore them to their friends.","CAN"
"id11972","Pompey held it up out of the dirt with both hands.","USA"
"id10150","In the same spirit of exagDEation she had, on the event of her separation from Raymond, caused it to be entirely neglected.","CAN"
"id27139","A shriek burst from the lips of the poor wretch; and then sudden motionlessness came over him; it was manifest to all that he was dead.","CAN"
"id08082","For some moments all were paralyzed with awe but the urgency of the case soon restored them their presence of mind.","USA"
"id24477","Those who would hesitate at such a waDE, have either never been boys themselves, or have forgotten the boyish nature.","USA"
"id11421","Both doors leading from the rooms into the passage were securely locked, with the keys inside.","USA"
"id27015","The phrenological combativeness has for its essence, the necessity of self defence.","USA"
"id13089","We were all lions and recherchés.","MYS"
"id00031","It must not be fancied that Inspector Legrasse had the least interest in archaeology.","GER"
"id09507","You must forget too, my earthly name, and speak to me as Charmion.","MYS"
"id03099","The manner in which Wyatt received this harmless pleasantry convinced me, at once, that he was mad.","MYS"
"id02182","She felt, that, once awakened, Raymond would never return unrepining to Windsor.","CAN"
"id10091","During the interval that Tillinghast was silent I fancied myself in some vast and incredible temple of long dead gods; some vague edifice of innumerable black stone columns reaching up from a floor of damp slabs to a cloudy height beyond the range of my vision.","GER"
"id16844","For a time, I thought that, by watching a complying moment, fostering the still warm ashes, I might relume in her the flame of love.","CAN"
"id07262","The darkness always teemed with unexplained sound and yet he sometimes shook with fear lest the noises he heard should subside and allow him to hear certain other, fainter, noises which he suspected were lurking behind them.","GER"
"id07213","She and her brother were not so much interested in the house as was Archer's son Carrington, the present owner, with whom I talked after my experience.","GER"
"id11301","And the gates of Sarnath were as many as the landward ends of the streets, each of bronze, and flanked by the figures of lions and elephants carven from some stone no lonDE known among men.","GER"
"id02044","I did not dare return to the apartment which I inhabited, but felt impelled to hurry on, although drenched by the rain which poured from a black and comfortless sky.","CAN"
"id16722","Besides, the monarch is of gigantic stature, and the dress is therefore neither unbecoming nor over large.","MYS"
"id01829","Never was she so enchanting as at this time, when she recalled the sunshine of her smiles and spent them upon us.","CAN"
"id02598","He entered while we were speaking.","CAN"
"id03984","His appearance re animated our friend; and, when he came to speak and act, his hesitation vanished, and he shone out supreme in majesty and victory.","CAN"
"id21677","With my head I imagined, at one time, that I, the head, was the real Signora Psyche Zenobia at another I felt convinced that myself, the body, was the proper identity.","MYS"
"id14499","It was curious to trace in this miniature model the very traits of its father.","CAN"
"id20636","Was one of the party who entered the house.","MYS"
"id25137","There appeared to be no furniture in any part of the building except in the fourth story.","MYS"
"id11304","As we clanked over the bridge I looked out on both sides and observed some factory buildings on the edge of the grassy bluff or part way down.","GER"
"id00466","Thus it happened that he became neither musician nor poet; if we use this latter term in its every day acceptation.","MYS"
"id14041","Oh my pen haste thou to write what was, before the thought of what is, arrests the hand that guides thee.","CAN"
"id26215","It was very dark, for although the sky was clear the moon was now well in the wane, and would not rise till the small hours.","GER"
"id27064","I am aware that some grinders have actually afforded to ""go on"" for this sum; but for my part, I found the necessary outlay of capital too great to permit of my ""going on"" under a shilling.","MYS"
"id02502","For many months he had been laboring under confirmed phthisis, the more distressing effects of which had been relieved by my manipulations; and on the night of Wednesday, the fifteenth instant, I was summoned to his bedside.","MYS"
"id17762","Elwood wrote his part of the colloquy on paper, so that a fairly easy communication was maintained.","GER"
"id26549","Notwithstanding the melancholy object of my journey, my spirits were exhilarated by reviving hope, by the swift motion of the airy pinnace, and the balmy visitation of the sunny air.","CAN"
"id20656","He grins when his daily work is done when his allotted labors are accomplished at night in his own closet, and altogether for his own private entertainment.","MYS"
"id08499","Leaving open the main compartment, the drawer, and the front door of cupboard No. I, he now goes to the rear again, and throws open the back door of the main compartment.","MYS"
"id20269","There seems to me an insurmountable objection to the idea of absolute coalescence; and that is the very slight resistance experienced by the heavenly bodies in their revolutions through space a resistance now ascertained, it is true, to exist in some degree, but which is, nevertheless, so slight as to have been quite overlooked by the sagacity even of Newton.","MYS"
"id19138","But, by the God that made me, hell is not more false than the word you have spoken"" Perdita was struck by the impassioned seriousness of his asseverations.","CAN"
"id17326","The bus had come to a sort of open concourse or radial point with churches on two sides and the bedraggled remains of a circular green in the centre, and I was looking at a large pillared hall on the right hand junction ahead.","GER"
"id12324","I did not remain very long on the brow of the hill, although long enough to make a thorough survey of the scene at my feet.","MYS"
"id18770","Gilman was half involuntarily moving about in the twilight abysses with the bubble mass and the small polyhedron floating ahead, when he noticed the peculiarly regular angles formed by the edges of some gigantic neighbouring prism clusters.","GER"
"id22232","""In your detail of the vision which presented itself to you amid the hills, you have described, with the minutest accuracy, the Indian city of Benares, upon the Holy River.","MYS"
"id12082","Here the case was very different; as might have been expected from the duke's love of the bizarre.","MYS"
"id20890","Interpret my words with candour and answer me, I conjure you, with confidence and sincerity.""","CAN"
"id06568","""Is it quite original?"" he inquired; touching it with reverence.","MYS"
"id21082","What to make of all this, of course I knew not.","MYS"
"id04464","He has merely repeated the individual items of the already published opinion; collecting them, with a laudable industry, from this paper and from that.","MYS"
"id20703","Over against her, and upon the left of the dropsical lady, was seated a little puffy, wheezing, and gouty old man, whose cheeks reposed upon the shoulders of their owner, like two huge bladders of Oporto wine.","MYS"
"id13386","""So it is sometimes termed,"" said he. ""We Norwegians call it the Moskoe ström, from the island of Moskoe in the midway.""","MYS"
"id18304","Having finished reading, he begged me, with the blandest of all possible smiles, to be seated, while he made reference to the treatise in question.","MYS"
"id23203","It seemed to me that there were limitless swarms of them and certainly my momentary glimpse could have shewn only the least fraction.","GER"
"id11836","Love is a delicate sprite and easily hurt by rough jealousy.","CAN"
"id01244","It is our safeguard against injury.","MYS"
"id26004","Resolved to pursue no inglorious career, he turned his eyes toward the East, as affording scope for his spirit of enterprise.","CAN"
"id18876","Raymond recognized her; and his manner changed from polite beneficence to the warmest protestations of kindness and sympathy.","CAN"
"id02008","Who can be sure of reality after hearing things like the tale of old Zadok Allen?","GER"
"id13478","The high born ladies of the country would have deemed themselves disgraced if they had now enjoyed, what they before called a necessary, the ease of a carriage.","CAN"
"id21141","It was curious that even little Clara observed this law towards her mother.","CAN"
"id19788","Thus in her twenty ninth year she died; having enjoyed some few years of the happiness of paradise, and sustaining a reverse to which her impatient spirit and affectionate disposition were unable to submit.","CAN"
"id21582","AFTER THE very minute and elaborate paper by Arago, to say nothing of the summary in 'Silliman's Journal,' with the detailed statement just published by Lieutenant Maury, it will not be supposed, of course, that in offering a few hurried remarks in reference to Von Kempelen's discovery, I have any design to look at the subject in a scientific point of view.","MYS"
"id09752","There were sharp pains, and sudden dizziness, and then profuse bleeding at the pores, with dissolution.","MYS"
"id21248","There were, it is true, exceptions; indeed, the horror which had caught the world's ear had happened in a treeless space remote alike from the mansion and from any connecting woods.","GER"
"id21137","Jupiter and myself are going upon an expedition into the hills, upon the main land, and, in this expedition we shall need the aid of some person in whom we can confide.","MYS"
"id04613","Remember, thou hast made me more powerful than thyself; my height is superior to thine, my joints more supple.","CAN"
"id00867","A letter may be compressed into a thin spiral roll, not differing much in shape or bulk from a large knitting needle, and in this form it might be inserted into the rung of a chair, for example.","MYS"
"id15551","He was in the changeless, legend haunted city of Arkham, with its clustering gambrel roofs that sway and sag over attics where witches hid from the King's men in the dark, olden days of the Province.","GER"
"id19150","Nor do I doubt his word.","GER"
"id09279","I did not participate in these feelings, for to me the walls of a dungeon or a palace were alike hateful.","CAN"
"id11875","But foremost among the weird fancies, and alone in its absolute unanimity, was that of the curse awaiting him who should dare to touch or drain the vast reddish morass.","GER"
"id21229","Sometimes, seized with sudden agony, he could not continue his tale; at others, his voice broken, yet piercing, uttered with difficulty the words so replete with anguish.","CAN"
"id17781","In fact, I was just in that condition of mind which prepares a young and susceptible man for any act of extravagance.","MYS"
"id11195","Having threaded the mazes of this channel for some hours, the gloom deepening every moment, a sharp and unexpected turn of the vessel brought it suddenly, as if dropped from heaven, into a circular basin of very considerable extent when compared with the width of the gorge.","MYS"
"id08419","Enjoyment plays the cook to their homely fare, and mingles intoxication with their simple drink.","CAN"
"id04787","Clara was dear to her, to all.","CAN"
"id00281","Death was indeed there.","GER"
"id25400","I thought the staircase would never have an end.","MYS"
"id18947","I had heard, at Paris, that the institution of Monsieur Maillard was managed upon what is vulgarly termed the ""system of soothing"" that all punishments were avoided that even confinement was seldom resorted to that the patients, while secretly watched, were left much apparent liberty, and that most of them were permitted to roam about the house and grounds in the ordinary apparel of persons in right mind.","MYS"
"id23579","The mutual link of our destinies is broken; we must be divided by seas by land.","CAN"
"id07448","Let me try if he will die with me; and as I fear to die alone, if he will accompany me to cheer me, and thus he can shew himself my friend in the only manner my misery will permit.","CAN"
"id06821","Finding the door open, I entered.","CAN"
"id07240","They are they are This wild star it is now three centuries since, with clasped hands, and with streaming eyes, at the feet of my beloved I spoke it with a few passionate sentences into birth.","MYS"
"id01531","Simple animals they were, gently descending the evolutionary scale because of their unfortunate ancestry and stultifying isolation.","GER"
"id04360","Then weeping, she clung to me: ""Take me to him,"" she cried, ""unkind Lionel, why do you keep me here?","CAN"
"id15080","In the waning light of day I alternately rattled the rusty impediments with a view to throwing wide the stone door, and essayed to squeeze my slight form through the space already provided; but neither plan met with success.","GER"
"id10455","After a few experiments, they admitted him to be an unusually perfect state of mesmeric trance.","MYS"
"id11688","The arts of life, and the discoveries of science had augmented in a ratio which left all calculation behind; food sprung up, so to say, spontaneously machines existed to supply with facility every want of the population.","CAN"
"id11660","Finally, throwing off his overcoat, he made one spring for the staircase and disappeared.","MYS"
"id13559","Your geniuses are all arrant asses the greater the genius the greater the ass and to this rule there is no exception whatever.","MYS"
"id05145","Below this picture was a miniature of William; and my tears flowed when I looked upon it.","CAN"
"id12126","In a word, nothing could more seriously disturb me, although I scrupulously concealed such disturbance, than any allusion to a similarity of mind, person, or condition existing between us.","MYS"
"id12889","A settled apathy, a gradual wasting away of the person, and frequent although transient affections of a partially cataleptical character, were the unusual diagnosis.","MYS"
"id16602","He was, however, exceedingly ugly despite his appearance of brilliancy; there being something almost goatish or animalistic about his thick lips, large pored, yellowish skin, coarse crinkly hair, and oddly elongated ears.","GER"
"id15691","As I spoke I fixed my eyes upon his countenance, and his exquisite beauty, the heavenly compassion that beamed from his eyes, his gentle yet earnest look of deprecation and wonder even before he spoke wrought a change in my high strained feelings taking from me all the sterness of despair and filling me only with the softest grief.","CAN"
"id07286","Their landing was long unknown, but having now advanced within an hundred miles of London, the country people flying before them arrived in successive troops, each exagDEating the numbers, fury, and cruelty of the assailants.","CAN"
"id18190","In the face of all this we call ourselves lords of the creation, wielders of the elements, masters of life and death, and we allege in excuse of this arrogance, that though the individual is destroyed, man continues for ever.","CAN"
"id04549","My curiosity was greatly excited, for I had hopes of passing on much farther to the north, and might possibly, at some period, find myself placed directly above the Pole itself.","MYS"
"id19155","Still and somnolent did it lie, on a strange plateau in a hollow betwixt strange peaks.","GER"
"id03541","The reduction of this interval to its smallest possible dimension, becomes thus, at once, an object with the reasoner.","MYS"
"id11623","At length, after making several guesses of this nature, and being deceived in all this fact the fact of my invariable miscalculation set me upon a train of reflection that made my limbs again tremble, and my heart beat heavily once more.","MYS"
"id21680","They were the dissimilar Martense eyes of the old legends, and I knew in one inundating cataclysm of voiceless horror what had become of that vanished family; the terrible and thunder crazed house of Martense.","GER"
"id02125","Presently our little boat gave herself a shake, just as a dog does in coming out of the water, and thus rid herself, in some measure, of the seas.","MYS"
"id03846","There was neither too much flesh, nor too little, neither rudeness nor fragility.","MYS"
"id03882","If ever mortal painted an idea, that mortal was Roderick Usher.","MYS"
"id10642","Age has more charity for these incomplete yet high souled characters, whose worst real vice is timidity, and who are ultimately punished by general ridicule for their intellectual sins sins like Ptolemaism, Calvinism, anti Darwinism, anti Nietzscheism, and every sort of Sabbatarianism and sumptuary legislation.","GER"
"id18648","He nevair go out, only on roof, and my boy Esteban he breeng heem hees food and laundry and mediceens and chemicals.","GER"
"id14128","There is one dear topic, however, on which my memory fails me not.","MYS"
"id08438","You may take, it for granted, that when manuscript can be read it is never worth reading.","MYS"
"id17666","With his fanciful mind he thought often of the prehistoric civilisation in which the mad explorer had so implicitly believed, and would weave tale after tale about the silent jungle city mentioned in the latter's wilder notes and paragraphs.","GER"
"id25853","I appeal to moralists and sages.","CAN"
"id08676","I perceived, as the shape came nearer sight tremendous and abhorred that it was the wretch whom I had created.","CAN"
"id17254","Such is, to borrow the words of an eloquent and philosophic writer, ""the mode of existence decreed to a permanent body composed of transitory parts; wherein, by the disposition of a stupendous wisdom, moulding together the great mysterious incorporation of the human race, the whole, at one time, is never old, or middle aged, or young, but, in a condition of unchangeable constancy, moves on through the varied tenour of perpetual decay, fall, renovation, and progression.""","CAN"
"id07357","I had heard of them by vague rumour, and realised that they could not be upon any map of today; but the fact that they were forgotten only endeared them to me, so that I had sought them with twice my usual eaDEness.","GER"
"id22570","Others will toss these pages lightly over: to you, Woodville, kind, affectionate friend, they will be dear the precious memorials of a heart broken girl who, dying, is still warmed by gratitude towards you: your tears will fall on the words that record my misfortunes; I know they will and while I have life I thank you for your sympathy.","CAN"
"id10977","A mirror betrayed the sign to Idris she started up.","CAN"
"id06764","That was the end of our voluntary searchings in the caverns of dream.","GER"
"id24406","But the intermediate steps, the climbing the wall, raised up between what was and is, while I still looked back nor saw the concealed desert beyond, is a labour past my strength.","CAN"
"id11592","HORROR and fatality have been stalking abroad in all ages.","MYS"
"id21823","I could scarcely restrain my indignation while I perused the concluding portions of this diatribe.","MYS"
"id26295","On the morning of the th Gilman awaked into a maelstrom of horror.","GER"
"id22636","Our result is founded upon the following observations taken during frequent visits to the exhibition of Maelzel.","MYS"
"id00604","How is it possible to extort a meaning from all this jargon about 'devil's seats,' 'death's heads,' and 'bishop's hotels?'"" ""I confess,"" replied Legrand, ""that the matter still wears a serious aspect, when regarded with a casual glance.","MYS"
"id13100","""In the present case indeed in all cases of secret writing the first question regards the language of the cipher; for the principles of solution, so far, especially, as the more simple ciphers are concerned, depend upon, and are varied by, the genius of the particular idiom.","MYS"
"id16263","Indeed, a strong relish for physical philosophy has, I fear, tinctured my mind with a very common error of this age I mean the habit of referring occurrences, even the least susceptible of such reference, to the principles of that science.","MYS"
"id13415","So only Briden and Johansen reached the boat, and pulled desperately for the Alert as the mountainous monstrosity flopped down the slimy stones and hesitated floundering at the edge of the water.","GER"
"id05499","""And the paper on the walls?"" ""Yes.""","MYS"
"id01092","We estimated the entire contents of the chest, that night, at a million and a half of dollars; and upon the subsequent disposal of the trinkets and jewels a few being retained for our own use, it was found that we had greatly undervalued the treasure.","MYS"
"id05470","All was in vain; the death that had come had left no trace save destruction itself.","GER"
"id09841","""Come,"" said Adrian, ""I have promised for you, enable me to keep my engagement.","CAN"
"id08411","About six o'clock his sharpened ears caught the whining prayers of Joe Mazurewicz two floors below, and in desperation he seized his hat and walked out into the sunset golden streets, letting the now directly southward pull carry him where it might.","GER"
"id21637","Pompey, bring me that leg"" Here Pompey handed the bundle, a very capital cork leg, already dressed, which it screwed on in a trice; and then it stood up before my eyes.","MYS"
"id08683","A third admitted him X entric, but no more.","USA"
"id10986","That Crawford Tillinghast should ever have studied science and philosophy was a mistake.","GER"
"id16537","But in a new country you can get used to it.","GER"
"id21471","""I ask but one thing; I do not fear His hell, for I have it here; I do not desire His heaven, let me but die and be laid beside them; let me but, when I lie dead, feel my flesh as it moulders, mingle with theirs.","CAN"
"id17005","I stood watching the scene, while Adrian flitted like a shadow in among them, and, by a word and look of sobriety, endeavoured to restore order in the assembly.","CAN"
"id12047","He came, therefore, sometimes to see that I was not neglected, but his visits were short and with long intervals.","CAN"
"id18729","But as Jermyn indulged in these reflections he could not but smile at their futility, a century and a half after the death of both of his strange progenitors.","GER"
"id00147","I felt that I tottered upon the brink I averted my eyes There was a discordant hum of human voices There was a loud blast as of many trumpets There was a harsh grating as of a thousand thunders The fiery walls rushed back An outstretched arm caught my own as I fell, fainting, into the abyss.","USA"
"id18134","""Well, then, was it this eye or that through which you dropped the beetle?""","USA"
"id13024","Shortly after waking on that morning after the storm, I noticed the unaccountable absence of my Hindoo ring from my finDE.","GER"
